title,author,categoryId,num_purchases,courseRating,quizRating,instructorRating,contentRating,satisfaction
Compatible optimal alliance,Ryan Martinez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.0,5.0,1.0,5.0,5.0
Compatible optimal implementation,Nicole Clements,2b41facd-f492-4805-b67a-58b607510045,1.0,2.0,3.0,1.0,5.0,3.0
Compatible optimal installation,Sarah Carson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,2.0,4.0,4.0,5.0,1.0
Compatible optimal orchestration,William Long,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,4.0,3.0,3.5,2.0,1.0
Compatible optimizing focus group,Shelley Burns,2b41facd-f492-4805-b67a-58b607510045,3.0,4.0,5.0,2.0,5.0,4.0
Compatible radical moratorium,James Nunez,2b41facd-f492-4805-b67a-58b607510045,,4.0,4.0,1.0,3.0,2.0
Compatible real-time product,Carolyn David,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,2.3333333333333335,3.3333333333333335,5.0,3.0,3.6666666666666665
Compatible reciprocal ability,Christopher Jones,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.3333333333333335,2.0,3.3333333333333335,4.666666666666667,3.3333333333333335
Compatible reciprocal ability,Marcus Morse,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.3333333333333335,2.0,3.3333333333333335,4.666666666666667,3.3333333333333335
Compatible reciprocal hierarchy,Anthony White,2b41facd-f492-4805-b67a-58b607510045,1.0,1.0,1.0,4.0,5.0,5.0
Compatible reciprocal workforce,Jennifer Mcbride,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.5,3.5,4.0,4.0,3.0
Compatible regional complexity,Scott Harrison,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Compatible regional migration,Nathan Love,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.5,3.5,2.0,2.5,3.5
Compatible regional paradigm,Debra Johnston,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.0,1.5,2.0,1.5,2.0
Compatible regional standardization,Sara Cole,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,4.0,2.0,4.0,3.0,2.0
Compatible responsive alliance,Crystal Smith,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.0,2.0,4.0,1.0,4.0
Compatible responsive contingency,Joseph Leon,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,4.0,3.0,5.0,3.0
Compatible responsive superstructure,Michael Williamson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.0,1.5,1.0,4.0,2.0
Compatible responsive toolset,Brian Dixon,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,,,,,
Compatible scalable database,Morgan Hanson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Compatible secondary knowledge user,Janet Mitchell,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Compatible secondary synergy,Jessica Galloway,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.0,3.0,2.5,1.0,3.5
Compatible solution-oriented Internet solution,Tina Patel,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,5.0,5.0,5.0,2.0
Compatible solution-oriented application,Dr. Christian Beasley,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,5.0,,,,,
Compatible solution-oriented firmware,Thomas Vazquez,2b41facd-f492-4805-b67a-58b607510045,,3.5,4.0,3.0,2.5,1.0
Compatible solution-oriented neural-net,Lauren Warren,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,4.0,5.0,5.0,2.0
Compatible stable model,Christopher May,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.5,2.0,3.0,3.0,4.5
Compatible stable support,Christopher Crawford,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,2.5,3.5,1.5,3.5
Compatible static frame,Courtney Phelps,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Compatible static workforce,Bridget Jacobs,2b41facd-f492-4805-b67a-58b607510045,1.0,2.0,2.0,1.0,5.0,3.0
Compatible system-worthy algorithm,Maria Hayes,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,2.0,5.0,1.0,5.0,1.0
Compatible system-worthy support,Valerie Scott,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
Compatible systemic access,Katie Mccoy,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.5,2.0,3.5,2.5,1.5
Compatible systemic complexity,Ms. Christina Perez,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,5.0,3.0,5.0,5.0
Compatible systemic customer loyalty,David Harris,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,4.5,2.5,3.5,3.0,3.5
Compatible tangible collaboration,Elizabeth Black,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,2.0,3.0,2.0,3.0
Compatible tangible functionalities,Natasha Wilson,e67e65d7-0936-43d5-bb1b-721c832eac03,,2.0,3.0,2.0,3.0,2.0
Compatible tangible protocol,Mandy Stone,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Compatible tertiary process improvement,Christopher Blankenship,2b41facd-f492-4805-b67a-58b607510045,,2.3333333333333335,1.6666666666666667,2.0,4.0,2.3333333333333335
Compatible transitional approach,Timothy Sanchez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
Compatible transitional capacity,Kathryn Young,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.0,4.0,3.0,1.0,1.0
Compatible transitional middleware,Lisa Baldwin,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,1.0,2.0,1.0,2.0,1.0
Compatible uniform concept,Daniel Osborne,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Compatible uniform framework,David Jones,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.0,2.0,1.0,1.0,3.0
Compatible upward-trending middleware,Kathy Watts,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,1.0,2.0,5.0,4.0
Compatible upward-trending moratorium,James Davis,2b41facd-f492-4805-b67a-58b607510045,,3.0,2.0,4.0,4.0,4.0
Compatible upward-trending workforce,Michael Phillips,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,4.0,5.0,5.0,2.0,4.0,5.0
Compatible user-facing array,Katie Moyer,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,4.0
Compatible user-facing data-warehouse,Amber Fowler,2b41facd-f492-4805-b67a-58b607510045,2.0,3.0,4.0,3.0,5.0,3.0
Compatible user-facing methodology,Monica Reed,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,3.0,3.0,3.0,2.0
Compatible user-facing website,James Sanders,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,2.5,2.5,2.5,3.0,3.5
Compatible value-added definition,Jacqueline Martinez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,2.0,5.0,1.0,4.0
Compatible value-added matrix,Fred Dean,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.0,2.6666666666666665,4.0,3.0,3.6666666666666665
Compatible web-enabled archive,Melissa Singh,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.0,4.0,2.0,4.5,1.5
Compatible web-enabled open architecture,Christian Browning,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,5.0,1.0,2.0,1.0
Compatible well-modulated concept,Mrs. Terri Fernandez MD,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,2.0,1.0,4.0,3.0,4.0
Compatible well-modulated frame,Jessica Lam,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,2.0,3.0,4.0,1.0,5.0
Compatible zero administration Graphic Interface,Jeffrey Lee,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,1.0,5.0,4.0,1.0,1.0
Compatible zero administration data-warehouse,Scott Greer PhD,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,2.3333333333333335,3.0,2.3333333333333335,2.0,3.6666666666666665
Compatible zero administration encryption,Craig Griffin,e67e65d7-0936-43d5-bb1b-721c832eac03,3.0,5.0,5.0,3.0,2.0,2.0
Compatible zero tolerance Internet solution,Cassidy Sutton,e67e65d7-0936-43d5-bb1b-721c832eac03,3.0,3.0,3.0,1.0,5.0,3.0
Compatible zero tolerance capability,Lisa Ramsey,2b41facd-f492-4805-b67a-58b607510045,3.0,,,,,
Compatible zero tolerance matrix,Darryl Montgomery,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.0,1.0,4.0,3.0,2.0
Compatible zero tolerance policy,Michael Williams,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.5,2.5,2.0,1.5,3.0
Compatible zero-defect complexity,Cynthia Sutton,2b41facd-f492-4805-b67a-58b607510045,1.0,3.0,3.5,4.5,3.5,2.0
Compatible zero-defect complexity,Jason Fitzgerald,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.0,3.5,4.5,3.5,2.0
Configurable 24/7 archive,Shannon James,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Configurable 24/7 leverage,Jennifer Townsend,2b41facd-f492-4805-b67a-58b607510045,3.0,3.0,3.5,4.0,2.5,4.5
Configurable 24/7 product,Amber Baker,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.6666666666666667,2.3333333333333335
Configurable 24/7 standardization,Andrew Smith,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Configurable 24/7 website,Brian Edwards,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Configurable 24hour approach,Kristen Walker,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Configurable 24hour standardization,Grant Jackson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,3.0,2.25,4.25,3.75
Configurable 24hour time-frame,Matthew Scott,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.5,5.0,2.5,2.0,2.5
Configurable 3rdgeneration migration,Edward Butler MD,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,1.0,2.0,3.0,4.0,2.0
Configurable 3rdgeneration service-desk,Bethany Henderson,2b41facd-f492-4805-b67a-58b607510045,2.0,2.25,4.75,3.5,2.5,3.0
Configurable 3rdgeneration throughput,Jason Lopez,2b41facd-f492-4805-b67a-58b607510045,,2.5,3.0,3.0,1.0,1.5
Configurable 5thgeneration approach,Julia Brown,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Configurable 5thgeneration data-warehouse,Jerry Stephens,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.5,4.5,2.0,2.5,3.5
Configurable 5thgeneration parallelism,Monique Allen,2b41facd-f492-4805-b67a-58b607510045,1.0,2.0,3.0,2.0,2.5,2.5
Configurable 6thgeneration challenge,Denise Marshall,e67e65d7-0936-43d5-bb1b-721c832eac03,,2.0,2.0,4.0,4.0,5.0
Configurable actuating architecture,Catherine Paul,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,4.5,3.5,3.5,1.5
Configurable actuating circuit,Misty Romero,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Configurable actuating installation,Valerie Brown,e67e65d7-0936-43d5-bb1b-721c832eac03,3.0,3.5,4.5,3.5,3.0,4.0
Configurable actuating migration,Jasmine Williams,2b41facd-f492-4805-b67a-58b607510045,2.0,3.0,1.0,5.0,3.0,2.0
Configurable actuating migration,Jessica Singh,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.0,1.0,5.0,3.0,2.0
Configurable analyzing array,Samantha Haas,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.0,4.0,1.0,2.0,2.0
Configurable analyzing monitoring,Linda Anderson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,4.0,1.0,2.5,4.5,2.0
Configurable asymmetric definition,Johnathan Chavez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Configurable asymmetric initiative,Mary Flynn,2b41facd-f492-4805-b67a-58b607510045,2.0,1.5,3.0,3.0,3.0,3.0
Configurable asynchronous model,Jesse Martin,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,2.0,5.0,4.0,3.0,1.0
Configurable asynchronous time-frame,Joe Chen,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.0,1.0,2.0,3.0,2.0
Configurable attitude-oriented Internet solution,Tommy Bauer,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.0,1.0,3.0,4.0,4.0
Configurable attitude-oriented neural-net,Matthew Hall,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,3.0,1.0,2.0,3.0
Configurable attitude-oriented pricing structure,Laura Duke,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.0,1.5,1.5,2.0,2.0
Configurable background budgetary management,Don White,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.5,3.0,1.5,3.0,5.0
Configurable background concept,Mark Murray,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Configurable background customer loyalty,Matthew Potter,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
Configurable background time-frame,Cindy Griffin,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.5,2.5,3.0,2.5,2.5
Configurable bandwidth-monitored array,Katie Hernandez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
Configurable bandwidth-monitored customer loyalty,Lee Peck,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
Configurable bandwidth-monitored function,Christopher Fields,2b41facd-f492-4805-b67a-58b607510045,3.0,2.5,4.5,2.5,3.0,3.5
Configurable bandwidth-monitored service-desk,Deanna Turner,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,5.0,5.0,4.0,4.0,1.0
Configurable bandwidth-monitored success,Donald Roberts,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,,,,,
Configurable bi-directional framework,Mike Thompson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.0,3.0,3.3333333333333335,2.3333333333333335,1.6666666666666667
Configurable bi-directional framework,Peter Graves,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.0,3.0,3.3333333333333335,2.3333333333333335,1.6666666666666667
Configurable bifurcated concept,Jessica Kim,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,4.5,3.0,3.0,4.5,4.5
Configurable bifurcated emulation,Sarah Miller,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Configurable bottom-line utilization,Lori Wright,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,,,,,
Configurable clear-thinking attitude,Holly Thomas,2b41facd-f492-4805-b67a-58b607510045,1.0,1.0,1.0,2.0,4.0,4.0
Configurable clear-thinking structure,Gregory Velasquez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.6666666666666667,4.666666666666667,4.666666666666667,1.6666666666666667,4.666666666666667
Configurable client-driven encryption,Angelica Obrien,2b41facd-f492-4805-b67a-58b607510045,,5.0,1.0,2.0,3.0,2.0
Configurable client-driven firmware,Victor Miller,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Configurable client-driven migration,Travis Stanton,2b41facd-f492-4805-b67a-58b607510045,1.0,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667,2.6666666666666665
Configurable client-server open architecture,Jenny Wright,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,3.0,4.0,2.0,5.0,4.0
Configurable client-server service-desk,Alejandro Fischer,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Configurable coherent Graphic Interface,Daniel Herrera,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Configurable coherent benchmark,Carol Sullivan,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,4.666666666666667,4.0,3.3333333333333335,2.0,3.0
Configurable cohesive artificial intelligence,Mark Herrera,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.0,2.5,1.5,2.5,3.0
Configurable cohesive hierarchy,Ian Harrison,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,5.0,5.0,1.0,2.0,4.0
Configurable cohesive info-mediaries,Amber Mccarthy,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,4.0,1.0,5.0,2.0
Configurable cohesive intranet,Mary Brooks,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,1.5,2.5,2.0,2.5,4.5
Configurable composite emulation,Nicolas Cabrera,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,1.0,3.0,3.0,1.0,3.0
Configurable composite hub,Summer Baldwin,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.5,1.5,2.5,4.5,2.0
Configurable composite middleware,Melissa Harrison,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,5.0,2.0,1.0,4.0,2.0
Configurable context-sensitive help-desk,Kelli Cooke,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,3.0,4.0,1.0,1.0,2.0
Configurable context-sensitive workforce,Frances Jones,2b41facd-f492-4805-b67a-58b607510045,,2.5,3.5,3.0,3.5,2.5
Configurable dedicated Graphic Interface,Cindy Diaz,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,4.0,5.0,2.0,3.0
Configurable dedicated concept,Morgan Hernandez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,1.0,3.0,5.0,4.0,4.0
Configurable dedicated emulation,Nicholas Webster,916d0c63-7b5f-42da-8a0a-0dd2ae870662,4.0,4.333333333333333,4.333333333333333,2.0,4.333333333333333,2.6666666666666665
Configurable dedicated monitoring,Molly Gay,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Configurable demand-driven hub,Nicole Nicholson,2b41facd-f492-4805-b67a-58b607510045,,3.0,2.0,2.0,5.0,5.0
Configurable didactic framework,Heather Walter,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,1.0,1.0,3.0,2.0,2.0
Configurable didactic function,Donna Carpenter,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,4.0,4.0,2.0,3.0
Configurable didactic groupware,Phillip Adams,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.75,4.0,3.75,5.0,2.0
Configurable directional complexity,Paula Richard,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,3.0,1.0,5.0,5.0,4.0
Configurable directional moderator,Linda Wilson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
Configurable directional parallelism,Samantha Gilbert,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
Configurable directional standardization,Brandi Cantrell,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,4.0,1.0,1.0,4.0,5.0
Configurable discrete adapter,Randy Wilson,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,4.0,1.0,4.0,5.0
Configurable discrete firmware,Kristin Johnson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Configurable discrete initiative,Carla Pruitt,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,4.0,5.0,3.0,4.0,3.0
Configurable discrete system engine,Samuel Morales,e67e65d7-0936-43d5-bb1b-721c832eac03,,2.0,5.0,4.0,5.0,5.0
Configurable disintermediate architecture,Edward Frye,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.0,2.3333333333333335,2.6666666666666665,4.0,3.6666666666666665
Configurable disintermediate function,Robert Lopez,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.0,3.0,3.0,1.0,2.0
Configurable disintermediate info-mediaries,Laura Harris,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,5.0,5.0,1.0,2.0,5.0
Configurable dynamic monitoring,Ashley Baker,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
Configurable dynamic process improvement,David Guzman,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.0,2.0,2.0,4.0,1.0
Configurable empowering benchmark,Amanda Lewis,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,4.0,4.0,5.0,3.0,5.0
Configurable empowering database,Robert Schwartz,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,3.0,3.5,3.0,4.0
Configurable empowering orchestration,Savannah Wright,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Configurable even-keeled complexity,Caleb Hopkins,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,2.5,3.0,3.5,2.0,2.5
Configurable even-keeled hierarchy,Thomas Bowen,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
Configurable even-keeled monitoring,Kelly Johns,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,4.0,1.0,1.0,2.0,2.0
Configurable even-keeled protocol,Zachary Wilson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,5.0,2.0,4.0,3.0
Configurable executive groupware,Dana Martinez,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,2.0,3.0,1.0,2.0
Configurable executive matrices,John Murphy,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,5.0,3.0,4.0,5.0,2.0
Configurable executive moratorium,Sarah Smith,e67e65d7-0936-43d5-bb1b-721c832eac03,,1.0,5.0,3.0,4.0,5.0
Configurable executive process improvement,Kenneth Hawkins,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,2.5,3.0,3.0,2.5,4.0
Configurable explicit alliance,Allison Calhoun,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,,,,,
Configurable explicit matrix,Michelle Martin,2b41facd-f492-4805-b67a-58b607510045,1.0,4.0,3.0,2.5,2.5,1.0
Configurable fault-tolerant encryption,Scott Allen,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,5.0,2.0,1.0,1.0,5.0
Configurable fault-tolerant knowledge user,George Perez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,5.0,3.0,4.0,5.0
Configurable fault-tolerant portal,John Potts,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,2.0,5.0,4.0,5.0,5.0
Configurable foreground access,Daryl Shields,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.75,2.75,2.75,4.0,3.0
Configurable foreground capacity,David Poole,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
Configurable foreground time-frame,Bradley Marsh,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,1.0,1.0,1.0,2.0,2.0
Configurable fresh-thinking orchestration,Teresa Olson,2b41facd-f492-4805-b67a-58b607510045,2.0,1.5,3.0,4.5,4.5,2.5
Configurable full-range ability,Lauren Horn,e67e65d7-0936-43d5-bb1b-721c832eac03,,4.5,1.0,2.5,4.0,4.5
Configurable full-range parallelism,Matthew Dougherty,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.6666666666666667,4.0,2.0,2.6666666666666665,3.0
Configurable full-range toolset,Jeffrey Kemp,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.0,3.0,3.0,2.5,2.5
Configurable global database,Kelly Brown,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,4.0,,,,,
Configurable grid-enabled firmware,Garrett Coffey,2b41facd-f492-4805-b67a-58b607510045,,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.0,4.0
Configurable grid-enabled instruction set,Alex Gomez,2b41facd-f492-4805-b67a-58b607510045,,1.0,4.333333333333333,4.0,2.3333333333333335,2.6666666666666665
Configurable grid-enabled projection,Aaron Terry,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.3333333333333335,4.666666666666667,4.0,4.0,3.3333333333333335
Configurable heuristic Graphical User Interface,Kimberly White,2b41facd-f492-4805-b67a-58b607510045,1.0,2.5,4.0,2.0,2.5,2.0
Configurable heuristic adapter,Amber Kane,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,,,,,
Configurable heuristic circuit,Michael Anderson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,3.0,5.0,1.5,4.0,2.5
Configurable heuristic product,Ronnie Williams,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Configurable heuristic projection,Jeremy Franklin,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.5,2.5,4.0,3.0,3.0
Configurable heuristic solution,Kyle Christian,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.0,4.0,1.0,1.0,4.0
Configurable high-level ability,Christy Cox,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,3.5,2.0,3.0,2.5,4.5
Configurable high-level circuit,John Nguyen,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,1.0,5.0,4.0,2.0,2.0
Configurable high-level encoding,Mary Davidson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.5,3.0,3.5,3.0,1.5
Configurable high-level structure,Christian Figueroa,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,5.0,4.0,5.0,5.0,5.0
Configurable high-level superstructure,Matthew Wagner,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,2.0,5.0,2.0,2.0
Configurable holistic alliance,Juan Weiss,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.0,3.5,3.5,5.0,1.0
Configurable holistic artificial intelligence,Chelsey Carr,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.0,1.5,4.5,4.5,4.5
Configurable holistic installation,Charles Dunn,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,,,,,
Configurable homogeneous artificial intelligence,Matthew Adams,2b41facd-f492-4805-b67a-58b607510045,1.0,3.0,1.0,3.0,4.0,1.0
Configurable homogeneous focus group,Colleen Pena,2b41facd-f492-4805-b67a-58b607510045,2.0,4.0,5.0,3.0,1.0,5.0
Configurable homogeneous infrastructure,Diana Walton,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.5,3.5,1.5,3.5,4.0
Configurable homogeneous knowledge user,Rachel Wilson,2b41facd-f492-4805-b67a-58b607510045,,2.0,2.0,3.0,2.0,3.0
Configurable homogeneous middleware,Brittany Crane,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,3.5,5.0,4.0,2.0,3.5
Configurable homogeneous process improvement,David Orr,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,3.0,4.0,2.0,4.0,4.0
Configurable homogeneous service-desk,Hannah Woods,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Configurable human-resource firmware,Ronald Gutierrez,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,1.6666666666666667,2.3333333333333335,3.0,1.6666666666666667,2.3333333333333335
Configurable hybrid monitoring,Johnny Kidd,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.0,4.5,3.5,4.0,3.5
Configurable impactful array,Justin Santos,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,1.0,3.5,2.5,2.5,4.0
Configurable impactful knowledgebase,Donna Rodriguez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,,,,,
Configurable impactful task-force,Kirsten Wyatt,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.3333333333333333,3.0,2.6666666666666665,3.0,2.3333333333333335
